130000 [1.280e-01, 7.450e+00, 9.315e+00, 4.644e-01, 3.362e-03, 7.856e+00, 2.671e+01, 6.280e-03, 6.434e-01]
131000 [1.278e-01, 7.430e+00, 9.312e+00, 4.646e-01, 3.040e-03, 7.830e+00, 2.849e+01, 5.562e-03, 6.545e-01]
132000 [1.275e-01, 7.409e+00, 9.309e+00, 4.663e-01, 2.730e-03, 7.797e+00, 2.992e+01, 4.963e-03, 6.656e-01]
133000 [1.268e-01, 7.376e+00, 9.292e+00, 4.510e-01, 2.277e-03, 7.758e+00, 2.731e+01, 4.517e-03, 6.714e-01]
134000 [1.267e-01, 7.364e+00, 9.295e+00, 4.709e-01, 2.038e-03, 7.803e+00, 2.824e+01, 4.082e-03, 6.736e-01]
135000 [1.263e-01, 7.344e+00, 9.290e+00, 4.746e-01, 1.967e-03, 7.857e+00, 2.791e+01, 3.615e-03, 6.757e-01]
136000 [1.259e-01, 7.323e+00, 9.284e+00, 4.746e-01, 1.919e-03, 7.913e+00, 2.746e+01, 3.173e-03, 6.775e-01]
137000 [1.256e-01, 7.302e+00, 9.278e+00, 4.732e-01, 1.883e-03, 7.973e+00, 2.740e+01, 2.786e-03, 6.817e-01]
138000 [1.252e-01, 7.280e+00, 9.271e+00, 4.701e-01, 1.860e-03, 8.031e+00, 2.734e+01, 2.444e-03, 6.890e-01]
139000 [1.223e-01, 7.243e+00, 9.233e+00, 4.460e-01, 1.550e-03, 8.032e+00, 2.452e+01, 2.236e-03, 6.890e-01]
140000 [1.223e-01, 7.237e+00, 9.233e+00, 4.658e-01, 1.466e-03, 8.087e+00, 2.482e+01, 2.071e-03, 6.790e-01]
141000 [1.222e-01, 7.227e+00, 9.235e+00, 4.644e-01, 1.502e-03, 8.127e+00, 2.533e+01, 1.849e-03, 6.712e-01]
142000 [1.219e-01, 7.209e+00, 9.230e+00, 4.602e-01, 1.526e-03, 8.163e+00, 2.603e+01, 1.596e-03, 6.629e-01]
143000 [1.216e-01, 7.187e+00, 9.223e+00, 4.556e-01, 1.514e-03, 8.192e+00, 2.688e+01, 1.359e-03, 6.560e-01]
144000 [1.214e-01, 7.164e+00, 9.217e+00, 4.522e-01, 1.478e-03, 8.210e+00, 2.790e+01, 1.172e-03, 6.558e-01]
145000 [1.212e-01, 7.140e+00, 9.210e+00, 4.487e-01, 1.395e-03, 8.211e+00, 2.859e+01, 1.027e-03, 6.601e-01]
146000 [1.209e-01, 7.117e+00, 9.205e+00, 4.464e-01, 1.287e-03, 8.192e+00, 2.853e+01, 9.024e-04, 6.667e-01]
147000 [1.206e-01, 7.096e+00, 9.203e+00, 4.452e-01, 1.168e-03, 8.173e+00, 2.949e+01, 7.980e-04, 6.758e-01]
148000 [1.201e-01, 7.072e+00, 9.195e+00, 4.452e-01, 1.037e-03, 8.151e+00, 3.021e+01, 7.132e-04, 6.854e-01]
149000 [1.198e-01, 7.047e+00, 9.191e+00, 4.423e-01, 9.298e-04, 8.127e+00, 3.088e+01, 6.412e-04, 6.973e-01]
150000 [1.197e-01, 7.030e+00, 9.193e+00, 4.473e-01, 8.464e-04, 8.109e+00, 3.294e+01, 5.825e-04, 7.092e-01]
151000 [1.194e-01, 7.007e+00, 9.188e+00, 4.485e-01, 7.510e-04, 8.089e+00, 3.413e+01, 5.326e-04, 7.220e-01]
152000 [1.169e-01, 6.955e+00, 9.137e+00, 4.416e-01, 5.960e-04, 8.044e+00, 2.993e+01, 5.038e-04, 7.282e-01]
153000 [1.170e-01, 6.951e+00, 9.141e+00, 4.514e-01, 5.722e-04, 8.050e+00, 3.001e+01, 4.766e-04, 7.260e-01]
154000 [1.169e-01, 6.941e+00, 9.142e+00, 4.514e-01, 5.364e-04, 8.024e+00, 3.035e+01, 4.393e-04, 7.241e-01]
155000 [1.166e-01, 6.926e+00, 9.138e+00, 4.568e-01, 5.007e-04, 7.988e+00, 3.093e+01, 3.960e-04, 7.253e-01]
156000 [1.164e-01, 6.908e+00, 9.137e+00, 4.629e-01, 4.411e-04, 7.945e+00, 3.160e+01, 3.533e-04, 7.312e-01]
157000 [1.162e-01, 6.887e+00, 9.131e+00, 4.722e-01, 3.695e-04, 7.972e+00, 2.972e+01, 3.171e-04, 7.326e-01]
158000 [1.159e-01, 6.866e+00, 9.128e+00, 4.771e-01, 3.815e-04, 8.058e+00, 2.975e+01, 2.801e-04, 7.366e-01]
159000 [1.156e-01, 6.845e+00, 9.123e+00, 4.755e-01, 3.934e-04, 8.130e+00, 2.993e+01, 2.463e-04, 7.390e-01]
160000 [1.154e-01, 6.825e+00, 9.120e+00, 4.731e-01, 4.053e-04, 8.190e+00, 2.993e+01, 2.172e-04, 7.422e-01]
161000 [1.151e-01, 6.802e+00, 9.116e+00, 4.649e-01, 4.053e-04, 8.225e+00, 2.945e+01, 1.918e-04, 7.461e-01]
162000 [1.150e-01, 6.782e+00, 9.117e+00, 4.559e-01, 3.934e-04, 8.231e+00, 3.008e+01, 1.696e-04, 7.518e-01]
163000 [1.148e-01, 6.760e+00, 9.114e+00, 4.505e-01, 3.695e-04, 8.216e+00, 3.095e+01, 1.511e-04, 7.601e-01]
164000 [1.145e-01, 6.737e+00, 9.111e+00, 4.484e-01, 3.338e-04, 8.196e+00, 3.164e+01, 1.358e-04, 7.690e-01]
165000 [1.144e-01, 6.716e+00, 9.111e+00, 4.502e-01, 2.980e-04, 8.176e+00, 3.281e+01, 1.230e-04, 7.788e-01]
166000 [1.124e-01, 6.679e+00, 9.069e+00, 4.476e-01, 2.384e-04, 8.149e+00, 2.814e+01, 1.170e-04, 7.652e-01]
167000 [1.124e-01, 6.674e+00, 9.075e+00, 4.597e-01, 2.265e-04, 8.178e+00, 2.880e+01, 1.083e-04, 7.571e-01]
168000 [1.124e-01, 6.663e+00, 9.079e+00, 4.614e-01, 2.265e-04, 8.210e+00, 2.978e+01, 9.872e-05, 7.530e-01]
169000 [1.123e-01, 6.645e+00, 9.079e+00, 4.612e-01, 2.146e-04, 8.247e+00, 3.056e+01, 8.939e-05, 7.500e-01]
170000 [1.118e-01, 6.615e+00, 9.072e+00, 3.983e-01, 1.550e-04, 8.226e+00, 2.454e+01, 8.545e-05, 7.434e-01]
171000 [1.118e-01, 6.599e+00, 9.070e+00, 4.411e-01, 1.311e-04, 8.245e+00, 2.496e+01, 7.707e-05, 7.383e-01]
172000 [1.117e-01, 6.581e+00, 9.067e+00, 4.498e-01, 1.192e-04, 8.253e+00, 2.626e+01, 6.926e-05, 7.354e-01]
173000 [1.117e-01, 6.560e+00, 9.065e+00, 4.526e-01, 1.192e-04, 8.263e+00, 2.794e+01, 6.257e-05, 7.359e-01]
174000 [1.116e-01, 6.540e+00, 9.063e+00, 4.527e-01, 1.073e-04, 8.274e+00, 2.968e+01, 5.720e-05, 7.397e-01]
175000 [1.114e-01, 6.520e+00, 9.062e+00, 4.516e-01, 1.073e-04, 8.286e+00, 3.095e+01, 5.282e-05, 7.453e-01]
176000 [1.112e-01, 6.499e+00, 9.058e+00, 4.497e-01, 9.537e-05, 8.298e+00, 3.163e+01, 4.910e-05, 7.509e-01]
177000 [1.112e-01, 6.480e+00, 9.060e+00, 4.483e-01, 9.537e-05, 8.310e+00, 3.230e+01, 4.576e-05, 7.581e-01]
178000 [1.111e-01, 6.459e+00, 9.060e+00, 4.465e-01, 9.537e-05, 8.319e+00, 3.284e+01, 4.286e-05, 7.649e-01]
179000 [1.110e-01, 6.436e+00, 9.058e+00, 4.449e-01, 8.663e-05, 8.324e+00, 3.314e+01, 4.031e-05, 7.712e-01]
180000 [1.103e-01, 6.409e+00, 9.047e+00, 4.485e-01, 7.752e-05, 8.342e+00, 3.009e+01, 3.828e-05, 7.700e-01]
181000 [1.104e-01, 6.395e+00, 9.051e+00, 4.449e-01, 7.494e-05, 8.343e+00, 3.228e+01, 3.606e-05, 7.746e-01]
182000 [1.103e-01, 6.374e+00, 9.052e+00, 4.396e-01, 7.177e-05, 8.337e+00, 3.372e+01, 3.412e-05, 7.835e-01]
183000 [1.102e-01, 6.354e+00, 9.055e+00, 4.364e-01, 6.843e-05, 8.332e+00, 3.476e+01, 3.245e-05, 7.929e-01]
